time,gc_time,mark_time,sweep_time,time_to_safepoint,ncollections,nfull_sweeps,max_memory,file,threads,gcthreads,version
2686258183,1652132330,1532757349,119319171,21563,0,2,811969596,many_refs.jl,1,2,1.12.0-DEV.153
2668811302,1644124424,1525551499,118519318,21115,0,2,814486956,many_refs.jl,1,2,1.12.0-DEV.153
2681648065,1646552064,1527229655,119266047,21080,0,2,812440348,many_refs.jl,1,2,1.12.0-DEV.153
2673670750,1646237835,1526655507,119526277,18220,0,2,811868076,many_refs.jl,1,2,1.12.0-DEV.153
2686628046,1649353375,1530499972,118806893,19252,0,2,811830356,many_refs.jl,1,2,1.12.0-DEV.153
2682873092,1649749411,1530491927,119206269,18566,0,2,811840812,many_refs.jl,1,2,1.12.0-DEV.153
2684384570,1648004213,1528645813,119310808,19432,0,2,811620788,many_refs.jl,1,2,1.12.0-DEV.153
2671232566,1652924526,1532829445,120043724,19987,0,2,811575836,many_refs.jl,1,2,1.12.0-DEV.153
1139716765,484520188,459806934,24667029,33232,0,2,811344252,single_ref.jl,1,2,1.12.0-DEV.153
1080267931,481963696,456967669,24942328,30768,0,2,811305620,single_ref.jl,1,2,1.12.0-DEV.153
1085632021,487038591,462156708,24832989,29098,0,2,810162588,single_ref.jl,1,2,1.12.0-DEV.153
1117437073,477603439,452745393,24804813,31201,0,2,811996580,single_ref.jl,1,2,1.12.0-DEV.153
1109831815,482112800,457067922,24992097,31401,0,2,810802372,single_ref.jl,1,2,1.12.0-DEV.153
1108503680,480627584,455579503,24997250,31764,0,2,810720316,single_ref.jl,1,2,1.12.0-DEV.153
1120278517,480029482,455235295,24745864,29849,0,2,810840572,single_ref.jl,1,2,1.12.0-DEV.153
1052231705,480762655,454548107,26162565,30566,0,2,812602772,single_ref.jl,1,2,1.12.0-DEV.153
1051512663,479713343,454888808,24772770,32185,0,2,811204204,single_ref.jl,1,2,1.12.0-DEV.153
1110735011,482423344,457685835,24684802,30725,0,2,810517868,single_ref.jl,1,2,1.12.0-DEV.153
1255526685,319043149,286133837,32903538,101664,0,0,84480592,pollard.jl,1,2,1.12.0-DEV.153
1247829860,311180221,278595835,32579615,105344,0,0,81605112,pollard.jl,1,2,1.12.0-DEV.153
1244855993,310705630,278775874,31924540,112958,0,0,80326472,pollard.jl,1,2,1.12.0-DEV.153
1243476641,311308988,278300059,33003679,105109,0,0,80441592,pollard.jl,1,2,1.12.0-DEV.153
1242917315,311697133,278683017,33008393,109905,0,0,81740088,pollard.jl,1,2,1.12.0-DEV.153
1242727791,310270023,278208143,32057618,107170,0,0,83181920,pollard.jl,1,2,1.12.0-DEV.153
1250958500,316576050,284170449,32401134,100423,0,0,82723200,pollard.jl,1,2,1.12.0-DEV.153
1245167962,311675747,279221982,32448449,106787,0,0,78843360,pollard.jl,1,2,1.12.0-DEV.153
1244152186,313085167,280300876,32780369,102459,0,0,86201616,pollard.jl,1,2,1.12.0-DEV.153
1242628308,312015379,279311957,32697628,106014,0,0,78946408,pollard.jl,1,2,1.12.0-DEV.153
9039957522,6114343337,5554691329,559563425,136684,0,4,3012924704,list.jl,1,2,1.12.0-DEV.153
9332845812,6419828103,5943089175,476648394,134287,0,3,3014101304,list.jl,1,2,1.12.0-DEV.153
9341986409,6435342711,5968267977,466993965,124349,0,3,3021121568,list.jl,1,2,1.12.0-DEV.153
9332747011,6423439909,5959776396,463569421,139485,0,3,3014617928,list.jl,1,2,1.12.0-DEV.153
9447307726,6460643805,5989267410,471293247,123544,0,3,3021217392,list.jl,1,2,1.12.0-DEV.153
9382953009,6406724367,5941401873,465238159,145587,0,3,3013401584,list.jl,1,2,1.12.0-DEV.153
9371665487,6438784579,5965149128,473548833,137865,0,3,3021523608,list.jl,1,2,1.12.0-DEV.153
9035614537,6116928297,5555237974,561610767,135280,0,4,3013696208,list.jl,1,2,1.12.0-DEV.153
9404153203,6452599716,5979234992,473286884,123761,0,3,3019378712,list.jl,1,2,1.12.0-DEV.153
9419300369,6418151980,5948859787,469209895,127722,0,3,3016796856,list.jl,1,2,1.12.0-DEV.153
10564481482,631333019,614362179,16968273,39754,0,0,105967576,tree.jl,1,2,1.12.0-DEV.153
10520803621,646256684,629070739,17183108,38825,0,0,105778760,tree.jl,1,2,1.12.0-DEV.153
10544758527,653671159,636266569,17401432,39590,0,0,105272600,tree.jl,1,2,1.12.0-DEV.153
10570046311,649696042,632191629,17502031,39034,0,0,105561384,tree.jl,1,2,1.12.0-DEV.153
10610104647,649403679,632252603,17147771,38651,0,0,105831200,tree.jl,1,2,1.12.0-DEV.153
10620667618,655786142,638269241,17514485,40181,0,0,105481736,tree.jl,1,2,1.12.0-DEV.153
10599327640,653905777,636382788,17520378,47037,0,0,105165880,tree.jl,1,2,1.12.0-DEV.153
10581506091,648056906,631110615,16943643,40871,0,0,105425848,tree.jl,1,2,1.12.0-DEV.153
10552688775,654963530,637485824,17475366,40384,0,0,105729016,tree.jl,1,2,1.12.0-DEV.153
10453270714,632135761,614860537,17272216,38615,0,0,105991400,tree.jl,1,2,1.12.0-DEV.153
23578407171,3050273062,2718798983,331418849,162048,0,2,815988144,strings.jl,1,2,1.12.0-DEV.153
23962028264,3089622088,2755676070,333889091,163199,0,2,815911808,strings.jl,1,2,1.12.0-DEV.153
23604330330,3120124103,2782955405,337107116,156602,0,2,823134336,strings.jl,1,2,1.12.0-DEV.153
23630942006,3085253284,2749541205,335660917,154596,0,2,820370984,strings.jl,1,2,1.12.0-DEV.153
23986313671,3475121328,3126171205,348872275,168870,0,3,787310480,strings.jl,1,2,1.12.0-DEV.153
23665575285,3104821831,2768296440,336465856,162877,0,2,819933256,strings.jl,1,2,1.12.0-DEV.153
23640222287,3118456397,2780644450,337751251,161493,0,2,823374784,strings.jl,1,2,1.12.0-DEV.153
23582955746,3056424659,2723761860,332608564,155439,0,2,816426000,strings.jl,1,2,1.12.0-DEV.153
23887979972,3025417935,2672563066,352799439,158023,0,3,804006016,strings.jl,1,2,1.12.0-DEV.153
23191203875,3053771155,2721033662,332687722,151856,0,2,817832416,strings.jl,1,2,1.12.0-DEV.153
