time,gc_time,mark_time,sweep_time,ncollections,nfull_sweeps,file,threads,gcthreads,version
9722314844,6891762562,6038172823,853538218,0,2,list.jl,1,0,1.9.4
9800280429,7013493515,6158967440,854472634,0,2,list.jl,1,0,1.9.4
12954511943,1394304403,1359305742,34980181,0,0,tree.jl,1,0,1.9.4
12754860249,1346494380,1311704321,34770619,0,0,tree.jl,1,0,1.9.4
13162415286,1404328220,1369197080,35111900,0,0,tree.jl,1,0,1.9.4
12738718450,1353178745,1318339289,34819496,0,0,tree.jl,1,0,1.9.4
13185886923,1398430799,1363360382,35050497,0,0,tree.jl,1,0,1.9.4
12806552609,1355772534,1320955920,34795534,0,0,tree.jl,1,0,1.9.4
13149418879,1390406096,1355290921,35094615,0,0,tree.jl,1,0,1.9.4
12714404269,1356504319,1321893308,34594051,0,0,tree.jl,1,0,1.9.4
15008916010,1467652131,1431878956,35754855,0,0,tree.jl,1,0,1.9.4
14169357975,1381864899,1346552648,35287931,0,0,tree.jl,1,0,1.9.4
14257608777,1426986387,1391664977,35300330,0,0,tree.jl,1,0,1.9.4
14397265311,1385542061,1350343173,35177768,0,0,tree.jl,1,0,1.9.4
14534772117,1431520792,1395983743,35515049,0,0,tree.jl,1,0,1.9.4
13737779895,1377976773,1342907928,35047085,0,0,tree.jl,1,0,1.9.4
14542077153,1425723114,1390226908,35474006,0,0,tree.jl,1,0,1.9.4
14041371783,1375450678,1340181554,35250764,0,0,tree.jl,1,0,1.9.4
14910630580,1432441620,1396853975,35565525,0,0,tree.jl,1,0,1.9.4
14112791485,1384387197,1349208155,35158522,0,0,tree.jl,1,0,1.9.4
14738266305,1432891621,1397601539,35268362,0,0,tree.jl,1,0,1.9.4
14499978181,1389640504,1354268343,35350200,0,0,tree.jl,1,0,1.9.4
31511970716,7382731181,6887046594,495592147,0,3,strings.jl,1,0,1.9.4
28149987740,5980526251,5550664979,429807952,0,2,strings.jl,1,0,1.9.4
29659040639,6163366836,5726900071,436409405,0,2,strings.jl,1,0,1.9.4
28499954678,5984218758,5554064242,430097796,0,2,strings.jl,1,0,1.9.4
29182079010,6113762769,5679467369,434238480,0,2,strings.jl,1,0,1.9.4
28382890325,5932893132,5503601049,429233603,0,2,strings.jl,1,0,1.9.4
29480698222,6560519632,6095217492,465244940,0,2,strings.jl,1,0,1.9.4
27992989433,5945529947,5516384255,429077652,0,2,strings.jl,1,0,1.9.4
28419245829,6159247627,5725695129,433498978,0,2,strings.jl,1,0,1.9.4
27531784261,5941353309,5515017373,426279575,0,2,strings.jl,1,0,1.9.4
28876950339,6161200421,5725249776,435895204,0,2,strings.jl,1,0,1.9.4
31527560429,6666608534,6198829370,467723604,0,2,strings.jl,1,0,1.9.4
32504389787,6419252389,5971462959,447726390,0,2,strings.jl,1,0,1.9.4
31826884950,6270130343,5827899345,442168638,0,2,strings.jl,1,0,1.9.4
31996280420,6227274627,5787294009,439928658,0,2,strings.jl,1,0,1.9.4
32817957538,6471749710,6022152065,449536324,0,2,strings.jl,1,0,1.9.4
31755757626,6249246408,5805717275,443471451,0,2,strings.jl,1,0,1.9.4
32882402258,6475360507,6026023721,449276346,0,2,strings.jl,1,0,1.9.4
31669628910,6222343473,5781452367,440833745,0,2,strings.jl,1,0,1.9.4
32645908910,6460497108,6011915338,448522930,0,2,strings.jl,1,0,1.9.4
