time,gc_time,mark_time,sweep_time,time_to_safepoint,ncollections,nfull_sweeps,file,threads,gcthreads,version
13787509151,5914813840,4678944853,1235740027,285801631,0,4,objarray.jl,16,"16,1",1.12.0-DEV.153
13689151827,5839202490,4658719022,1180403308,191744148,0,4,objarray.jl,16,"16,1",1.12.0-DEV.153
13308036144,4958868109,3966392599,992360349,199494046,0,5,objarray.jl,16,"16,1",1.12.0-DEV.153
13348531965,5357530571,4246153853,1111295558,212089910,0,4,objarray.jl,16,"16,1",1.12.0-DEV.153
13142108315,5310872373,4227218907,1083574066,180672429,0,4,objarray.jl,16,"16,1",1.12.0-DEV.153
14045985384,5816356623,4600402121,1215875142,110988208,0,4,objarray.jl,16,"16,1",1.12.0-DEV.153
12984551266,4949699702,3943413615,1006220967,165339815,0,4,objarray.jl,16,"16,1",1.12.0-DEV.153
13539526595,5810520474,4626315759,1184087235,220396948,0,4,objarray.jl,16,"16,1",1.12.0-DEV.153
13281383469,4870145298,3871378934,998647244,401188721,0,5,objarray.jl,16,"16,1",1.12.0-DEV.153
13444663607,5418695794,4292466597,1126150917,257587658,0,4,objarray.jl,16,"16,1",1.12.0-DEV.153
13873138581,5749905343,4612880503,1136938160,297071609,0,5,objarray.jl,16,"16,1",1.12.0-DEV.153
14198744873,5854868168,4666197373,1188581195,391944691,0,5,objarray.jl,16,"16,1",1.12.0-DEV.153
13471924977,5623463060,4488518896,1134868484,297849022,0,4,objarray.jl,16,"16,1",1.12.0-DEV.153
13441778471,5464704131,4337008640,1127609091,270315382,0,4,objarray.jl,16,"16,1",1.12.0-DEV.153
12986665894,5160661748,4073831023,1086754965,128222021,0,4,objarray.jl,16,"16,1",1.12.0-DEV.153
13694890901,5818912920,4651155115,1167676285,128163944,0,4,objarray.jl,16,"16,1",1.12.0-DEV.153
13375353855,5608311448,4468728869,1139499939,127207505,0,4,objarray.jl,16,"16,1",1.12.0-DEV.153
13466163001,5062641365,4046633032,1015896693,438647062,0,5,objarray.jl,16,"16,1",1.12.0-DEV.153
13524531044,4755885577,3763877985,991940672,146939425,0,4,objarray.jl,16,"16,1",1.12.0-DEV.153
13493759639,5544206767,4404786134,1139338593,198399719,0,4,objarray.jl,16,"16,1",1.12.0-DEV.153
3671881098,1932216363,1400412316,531458887,4950531,0,13,tree_immutable.jl,16,"16,1",1.12.0-DEV.153
4179367554,2391852031,1466501689,925012302,5104890,0,17,tree_immutable.jl,16,"16,1",1.12.0-DEV.153
3975354089,1834110254,1246108176,587704957,354133100,0,13,tree_immutable.jl,16,"16,1",1.12.0-DEV.153
3976006587,2020891283,1477683731,542821672,181112874,0,14,tree_immutable.jl,16,"16,1",1.12.0-DEV.153
4070645190,2103703414,1497850565,605545249,5585213,0,15,tree_immutable.jl,16,"16,1",1.12.0-DEV.153
3868351325,2168104746,1554036326,613650060,11893820,0,17,tree_immutable.jl,16,"16,1",1.12.0-DEV.153
4075868193,2163536945,1511895892,651269933,5249932,0,17,tree_immutable.jl,16,"16,1",1.12.0-DEV.153
3850038879,2166459676,1566161564,599934072,5198372,0,17,tree_immutable.jl,16,"16,1",1.12.0-DEV.153
3874338141,2113153221,1452095218,660690962,16540518,0,17,tree_immutable.jl,16,"16,1",1.12.0-DEV.153
4216347720,2567622375,1601935327,965382168,5323411,0,17,tree_immutable.jl,16,"16,1",1.12.0-DEV.153
3905136911,2213666996,1594033203,619239472,5176568,0,17,tree_immutable.jl,16,"16,1",1.12.0-DEV.153
4068009773,2192664726,1566560382,625742464,183279171,0,17,tree_immutable.jl,16,"16,1",1.12.0-DEV.153
3845106097,2141143193,1520682111,620112802,10831901,0,17,tree_immutable.jl,16,"16,1",1.12.0-DEV.153
4139911466,2197236797,1580741436,616102281,7631733,0,17,tree_immutable.jl,16,"16,1",1.12.0-DEV.153
4067892094,2174301791,1553793143,620054687,3082728,0,18,tree_immutable.jl,16,"16,1",1.12.0-DEV.153
4048116747,2179191531,1588107011,590677318,2979245,0,17,tree_immutable.jl,16,"16,1",1.12.0-DEV.153
3912701686,2212810957,1596162473,616280804,7454295,0,16,tree_immutable.jl,16,"16,1",1.12.0-DEV.153
3855221902,2152130010,1532103952,619628577,6153294,0,18,tree_immutable.jl,16,"16,1",1.12.0-DEV.153
4016108480,2331457781,1575379612,755717009,13119463,0,17,tree_immutable.jl,16,"16,1",1.12.0-DEV.153
4126505636,2499051201,1557121324,941573757,4072409,0,17,tree_immutable.jl,16,"16,1",1.12.0-DEV.153
5948116578,3526187327,2445431253,1080371833,8266680,0,20,tree_mutable.jl,16,"16,1",1.12.0-DEV.153
6026723555,3502290567,2383320428,1118625616,4945022,0,22,tree_mutable.jl,16,"16,1",1.12.0-DEV.153
6090827696,3648297348,2400469498,1247457809,26208493,0,21,tree_mutable.jl,16,"16,1",1.12.0-DEV.153
5996183120,3629432886,2551921000,1077213885,7778845,0,21,tree_mutable.jl,16,"16,1",1.12.0-DEV.153
6389753461,4030312235,2378854323,1651100385,7440559,0,21,tree_mutable.jl,16,"16,1",1.12.0-DEV.153
6230213012,3653359207,2576594607,1076398958,15163797,0,21,tree_mutable.jl,16,"16,1",1.12.0-DEV.153
