time,gc_time,mark_time,sweep_time,time_to_safepoint,ncollections,nfull_sweeps,max_memory,file,threads,gcthreads,version
85600027980,7544259587,450352024,6948203678,0.0,0.0,0.0,35918315,pidigits.jl,1,0,1.9.4
83809608991,6949534884,440343417,6366249099,0.0,0.0,0.0,40219207,pidigits.jl,1,0,1.9.4
85928928340,7202744489,467106036,6585504986,0.0,0.0,0.0,39698577,pidigits.jl,1,0,1.9.4
86778531228,7192349704,458799088,6583969579,0.0,0.0,0.0,39692721,pidigits.jl,1,0,1.9.4
84056749932,7423155416,433504627,6848292210,0.0,0.0,0.0,39670817,pidigits.jl,1,0,1.9.4
84378123379,6931410679,449389216,6332505297,0.0,0.0,0.0,39818569,pidigits.jl,1,0,1.9.4
83764869431,6945083095,451862690,6347368279,0.0,0.0,0.0,39640945,pidigits.jl,1,0,1.9.4
84690393656,7354565198,455429436,6752870594,0.0,0.0,0.0,39636969,pidigits.jl,1,0,1.9.4
83490472927,7182161022,440552275,6599243532,0.0,0.0,0.0,39701505,pidigits.jl,1,0,1.9.4
83154804320,6842146813,431870308,6259918251,0.0,0.0,0.0,39575713,pidigits.jl,1,0,1.9.4
1619877305267,288009546809,282132599620,5876236983,0.0,0.0,0.0,10851969759,rb_tree.jl,1,0,1.9.4
1593962179812,257145383212,251275178555,5869413883,0.0,0.0,0.0,13566389410,rb_tree.jl,1,0,1.9.4
1591457047080,257906920868,252032735019,5873400375,0.0,0.0,0.0,13567666266,rb_tree.jl,1,0,1.9.4
1611427706335,264040158562,258169681250,5869699857,0.0,0.0,0.0,13564853618,rb_tree.jl,1,0,1.9.4
1618060847736,265828146114,259953156184,5874209204,0.0,0.0,0.0,13566662378,rb_tree.jl,1,0,1.9.4
1617485821193,261879170199,256006919719,5871457230,0.0,0.0,0.0,13566818482,rb_tree.jl,1,0,1.9.4
1633915260949,264354300618,258451973836,5901536326,0.0,0.0,0.0,13564541378,rb_tree.jl,1,0,1.9.4
1611490627972,260600748641,254724231293,5875733830,0.0,0.0,0.0,13566804570,rb_tree.jl,1,0,1.9.4
1625913097146,266709631938,260801063532,5907795951,0.0,0.0,0.0,13564196266,rb_tree.jl,1,0,1.9.4
1628413497489,262834588014,256928998666,5904788605,0.0,0.0,0.0,13565695058,rb_tree.jl,1,0,1.9.4
