time,gc_time,mark_time,sweep_time,ncollections,nfull_sweeps,file,threads,gcthreads,version
15717756762,11446987413,8224243231,3222199706,0,7,tree_mutable.jl,16,0,1.9.4
15689503643,11373407512,8133742068,3239136838,0,7,tree_mutable.jl,16,0,1.9.4
14962085061,10817254297,7678859115,3137921197,0,5,tree_mutable.jl,16,0,1.9.4
15573182173,11307256921,8074334193,3232393978,0,7,tree_mutable.jl,16,0,1.9.4
15171741626,11396680656,8163177346,3232991667,0,7,tree_mutable.jl,16,0,1.9.4
15704465106,11504441213,8331243385,3172647212,0,8,tree_mutable.jl,16,0,1.9.4
15445680374,11623516331,8368175109,3254809896,0,8,tree_mutable.jl,16,0,1.9.4
15313179517,11085111066,7907135085,3177467944,0,6,tree_mutable.jl,16,0,1.9.4
15614857566,11570171360,8378040179,3191609080,0,7,tree_mutable.jl,16,0,1.9.4
6887899596,2868279328,2385487796,482273657,0,2,mergesort_parallel.jl,16,0,1.9.4
7093130079,2926215351,2450963640,474358102,0,2,mergesort_parallel.jl,16,0,1.9.4
7429268981,3110586663,2645871585,463940853,0,2,mergesort_parallel.jl,16,0,1.9.4
7206934651,2914187933,2417939994,495804047,0,2,mergesort_parallel.jl,16,0,1.9.4
7727174476,3161693021,2700032333,461029219,0,2,mergesort_parallel.jl,16,0,1.9.4
7459611309,3121681087,2688116553,432926366,0,2,mergesort_parallel.jl,16,0,1.9.4
7879300359,3272141742,2771602178,499668859,0,2,mergesort_parallel.jl,16,0,1.9.4
7339627746,2964676658,2539361173,424678777,0,2,mergesort_parallel.jl,16,0,1.9.4
6658533007,2766778731,2343964246,422157008,0,2,mergesort_parallel.jl,16,0,1.9.4
6082559335,2443305533,2037881705,404770511,0,2,mergesort_parallel.jl,16,0,1.9.4
7805125108,3230807354,2717169666,512838002,0,2,mergesort_parallel.jl,16,0,1.9.4
7152049873,2877016412,2442014795,434566753,0,2,mergesort_parallel.jl,16,0,1.9.4
6928380888,3004452511,2563668894,439971524,0,2,mergesort_parallel.jl,16,0,1.9.4
7467932621,3052916596,2613629349,438514846,0,2,mergesort_parallel.jl,16,0,1.9.4
6156546684,2493636809,2064373076,428655663,0,2,mergesort_parallel.jl,16,0,1.9.4
7325396622,3060390956,2594852006,464891718,0,2,mergesort_parallel.jl,16,0,1.9.4
6702944113,2802427724,2354755205,447220760,0,2,mergesort_parallel.jl,16,0,1.9.4
7544844852,3056151758,2544562838,510766442,0,2,mergesort_parallel.jl,16,0,1.9.4
6265941480,2478245214,2062337906,415326586,0,2,mergesort_parallel.jl,16,0,1.9.4
7603766370,3134528002,2686680295,447495515,0,2,mergesort_parallel.jl,16,0,1.9.4
1536503225,343767329,273677025,69903859,0,3,mm_divide_and_conquer.jl,16,0,1.9.4
1565975588,356403188,284001685,72162966,0,3,mm_divide_and_conquer.jl,16,0,1.9.4
1565816026,353681960,281393886,72086963,0,3,mm_divide_and_conquer.jl,16,0,1.9.4
1552614452,351744701,280269427,71248123,0,3,mm_divide_and_conquer.jl,16,0,1.9.4
1568476847,356045893,281981884,73834226,0,3,mm_divide_and_conquer.jl,16,0,1.9.4
1576421969,350173663,278185649,71772528,0,3,mm_divide_and_conquer.jl,16,0,1.9.4
1566568224,352325326,280358310,71751848,0,3,mm_divide_and_conquer.jl,16,0,1.9.4
1569161061,352039898,280020419,71798649,0,3,mm_divide_and_conquer.jl,16,0,1.9.4
1562759928,352405686,280291724,71903451,0,3,mm_divide_and_conquer.jl,16,0,1.9.4
1571309876,352127592,280446794,71463692,0,3,mm_divide_and_conquer.jl,16,0,1.9.4
1585891579,354473916,281801071,72473735,0,3,mm_divide_and_conquer.jl,16,0,1.9.4
1604915660,355555083,283070817,72257473,0,3,mm_divide_and_conquer.jl,16,0,1.9.4
1580495319,353017420,281280380,71518965,0,3,mm_divide_and_conquer.jl,16,0,1.9.4
1576494883,352123001,280083781,71823570,0,3,mm_divide_and_conquer.jl,16,0,1.9.4
1582062176,353107569,280979230,71917345,0,3,mm_divide_and_conquer.jl,16,0,1.9.4
1566066407,350675887,279270966,71180997,0,3,mm_divide_and_conquer.jl,16,0,1.9.4
1561388339,355287157,283362515,71703351,0,3,mm_divide_and_conquer.jl,16,0,1.9.4
1575006000,355587901,282262586,73104228,0,3,mm_divide_and_conquer.jl,16,0,1.9.4
1581431766,355445278,280356230,74863447,0,3,mm_divide_and_conquer.jl,16,0,1.9.4
1566969677,354340933,280343691,73775726,0,3,mm_divide_and_conquer.jl,16,0,1.9.4
